place_id,name,address,lat,lng
ChIJs4XrvqGmMI4R8KRDiqoW4nA,Centro Medico Niño Sin Alergias,Carrera 40 #5B-29,3.4227298,-76.5447312
ChIJy3mD2aGmMI4R-UdOQThBaYE,Eps Emssanar,Carrera 39 #5a-41,3.4238723,-76.5450145
ChIJoyPikaGmMI4RW4TMYByhOUE,Centro Medico Imbanaco programa de medicina mente y cuerpo,Calle 5c #39-33,3.4225161,-76.5436526
ChIJVz99gKGmMI4Ro8vGgB7rk34,Colmédica Cali - Centro Médico y Odontológico,Carrera 40 #5C-118,3.4216085,-76.5430095
ChIJifhw4aGmMI4RJzsls_vuJKo,Imbanaco Medical Center | Tower A,Carrera 38a #5A 100,3.4239606,-76.54421959999999
ChIJLUO_hp-mMI4R0z-3zzlJMLY,Medivascular,Carrera 39a #5D - 25,3.4222824,-76.5429478
ChIJN5e526-mMI4RuVGL6gJK3S4,IPS Vivir Sura Cali,Calle 10 #48-07,3.4124346,-76.5376773
ChIJg3oxOWOhMI4RaX5zO-QAuxY,Ladera Health Network,Carrera 94 #4C-65,3.3759805,-76.5447581
ChIJH9RjsqGmMI4RDrXtT0k9T_c,Dra. Farly Noguera - Medicina Biológica - Acupuntura,"Unidad Ciudadela del río, Calle 4b #95-200 casa B18",3.374314800000001,-76.5462036
ChIJNx7cHJ-mMI4RjclbC9i0xGk,Imbanaco Medical Center | Headquarters,Carrera 38 Bis #5B2-04,3.4263339,-76.5452804
ChIJ82g9RaWmMI4R2VAZbiXGKuQ,Oxígeno & Salud,"Cra 46 9c-85, Consultorio 507, Clínica Santillana",3.414924,-76.538114
ChIJp5L7U5-mMI4RmOxc-wDzf3c,Centro Médico Imbanaco REHABILITACIÓN FÍSICA,Calle 5b 5 #38A-24,3.4245882,-76.5434719
ChIJgcyFOVWhMI4R6Tx2SEeo5Zs,Boston Medical Group Cali,Calle 5d #No. 38A 35,3.4229231,-76.5422201
ChIJz8U5S6WmMI4RXL7vASOd61U,Sinergia Salud,Calle 10 ##487,3.4152598,-76.5377273
ChIJO2k8Up-mMI4RorySb0PmVAg,Cali Laser Center,"Calle 5ta B5 # 38-54, San Fernando Viejo",3.4246996,-76.5431287
ChIJTZXeH5-mMI4RctaQyvWy2Rk,Clínica Takegami,Calle 5B2 # 38 -73,3.426607,-76.544595
ChIJQ-cKNZ-mMI4Rpd5KxXPn6UI,Colmédica Eps San Fernando,Calle 5b 4 #9,3.4255131,-76.5432522
ChIJmePyzJimMI4RMzuNZD9WuHs,Clínica MED,Carrera 38 #5b 2-44,3.426397799999999,-76.543961
ChIJW1s_4qKmMI4RnuRP86vcMsE,MEDICAMENTOS ESPECIALIZADOS S.A.,Carrera 39 #8A-09,3.4217383,-76.5391027
ChIJ26fdu06hMI4RuNTJnFjoMPE,Dr Raul Bravo,Calle 14 # 65 c 60,3.398593,-76.53250750000001
ChIJi54WD5umMI4R_akLadttvWw,Hospital Universitario del Valle Evaristo García,Calle 5 #36 - 00,3.430218,-76.5448825
ChIJKVfF7rCmMI4Ry6TBIwe9L9k,Centro de salud Panamericano,Calle 13 #46-2,3.4130021,-76.5332753
ChIJUyM_LmWhMI4Rh-joC8wlBMg,Coomeva C.c. Unicentro,Carrera 100 ##169,3.3757446,-76.5376938
ChIJh3KJBremMI4RYYH5VN9_K8o,LA MANO AMIGA Medicina Bioenergetica,Calle 14 #48 - 05,3.4099706,-76.5294327
ChIJ4TfhF5umMI4R-fuQvSbwiPw,Holistic Integrative Medicine Unit,Carrera 29 #5A-66,3.4326349,-76.5410399
ChIJzzcGQJqmMI4Rr1Mo1kQbI8k,"Vivemax,Centro Científico Internacional de Medicina Biológica Ltda.",Avenida Roosevelt #30-05,3.430243099999999,-76.538668
ChIJhwjiLpumMI4RLHuLQMQt6bE,Eps Selvasalud,Carrera 27 #5a-42,3.4332973,-76.54083059999999
